1.74382E+12,356,HTTP Request,200,OK,USERS 1-90,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,356,0,238
1.74382E+12,1719,HTTP Request,200,OK,USERS 1-19,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,1718,0,1601
1.74382E+12,476,HTTP Request,200,OK,USERS 1-84,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,476,0,359
1.74382E+12,1710,HTTP Request,200,OK,USERS 1-3,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,1708,0,1599
1.74382E+12,284,HTTP Request,200,OK,USERS 1-94,text,TRUE,,3296,119,108,108,https://www.saucedemo.com/,284,0,159
1.74382E+12,1719,HTTP Request,200,OK,USERS 1-13,text,TRUE,,3296,119,107,107,https://www.saucedemo.com/,1718,0,1601
1.74382E+12,1008,HTTP Request,200,OK,USERS 1-57,text,TRUE,,3296,119,107,107,https://www.saucedemo.com/,1007,0,896
1.74382E+12,1717,HTTP Request,200,OK,USERS 1-11,text,TRUE,,3296,119,107,107,https://www.saucedemo.com/,1716,0,1602
1.74382E+12,1313,HTTP Request,200,OK,USERS 1-42,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,1312,0,1197
1.74382E+12,1716,HTTP Request,200,OK,USERS 1-18,text,TRUE,,3296,119,107,107,https://www.saucedemo.com/,1716,0,1601
1.74382E+12,1694,HTTP Request,200,OK,USERS 1-23,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,1694,0,1578
1.74382E+12,1472,HTTP Request,200,OK,USERS 1-34,text,TRUE,,3295,119,107,107,https://www.saucedemo.com/,1472,0,1359
1.74382E+12,1708,HTTP Request,200,OK,USERS 1-22,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,1692,0,1600
1.74382E+12,1385,HTTP Request,200,OK,USERS 1-38,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,1372,0,1274
1.74382E+12,664,HTTP Request,200,OK,USERS 1-74,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,651,0,554
1.74382E+12,1128,HTTP Request,200,OK,USERS 1-51,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,1128,0,1016
1.74382E+12,889,HTTP Request,200,OK,USERS 1-63,text,TRUE,,3294,119,107,107,https://www.saucedemo.com/,889,0,777
1.74382E+12,1021,HTTP Request,200,OK,USERS 1-56,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,1008,0,911
1.74382E+12,726,HTTP Request,200,OK,USERS 1-71,text,TRUE,,3293,119,107,107,https://www.saucedemo.com/,713,0,620
1.74382E+12,967,HTTP Request,200,OK,USERS 1-59,text,TRUE,,3296,119,107,107,https://www.saucedemo.com/,954,0,860
